Key,English,Vietnamese
PROPQUEST_SCENARIO_INC_002780,"If you really want to go inside, you'll need to prove that you can handle the strongest masquerpets in Azria. Those found within the Storm Peak are even more dangerous...","Nếu bạn thực sự muốn vào trong, bạn sẽ cần chứng minh rằng bạn có thể xử lý những con masquerpet mạnh nhất ở Azria. Những con sống trong Storm Peak thậm chí còn nguy hiểm hơn.."
PROPQUEST_SCENARIO_INC_002781,Eliminate 200 Mammoth to prove that you can handle the dangers within the Storm Peak.,Loại bỏ 200 Mammoth để chứng minh rằng bạn có thể xử lý các mối nguy hiểm trong Storm Peak.
PROPQUEST_SCENARIO_INC_002782,The Storm Peak mine is too dangerous anyway...,Mỏ Storm Peak dù sao cũng quá nguy hiểm.. 
PROPQUEST_SCENARIO_INC_002783,You actually managed to kill that many Mammoths!? Well if that is the case... I think it's time to let you test your fate inside the Storm Peak mountain.,"Bạn thực sự đã giết được nhiều Mammoth đến vậy sao!? Chà, nếu đúng như vậy.. Tôi nghĩ đã đến lúc để bạn thử sức với bài kiểm tra của số phận bên trong ngọn núi Storm Peak."
PROPQUEST_SCENARIO_INC_002784,Eliminate 200 Mammoths as proof of your strength.,Loại bỏ 200 Mammoth để chứng minh sức mạnh của bạn.
PROPQUEST_SCENARIO_INC_002785,Kill 200 Mammoths.,Giết 200 Mammoths.
PROPQUEST_SCENARIO_INC_002786,Lost Kin,Lost Kin
PROPQUEST_SCENARIO_INC_002787,"I wish you the best on your journey, however just know that the Storm Peak is terrifying. Only step foot within if you are truly prepared.","Tôi chúc bạn những điều tốt đẹp nhất trên hành trình của mình, tuy nhiên chỉ cần biết rằng Storm Peak thật đáng sợ. Chỉ bước chân vào bên trong nếu bạn thực sự chuẩn bị."
PROPQUEST_SCENARIO_INC_002788,"Many dangers lie ahead... but I trust you to take them head on and emerge victorious, warrior. Enter the Storm Peak and find out what lies ahead.","Nhiều hiểm nguy còn phía trước.. nhưng tôi tin tưởng bạn sẽ đương đầu với chúng và thắng trận trở về, hỡi chiến binh kia. Hãy bước vào Storm Peak và tìm ra những gì đang chờ đợi ở phía trước."
PROPQUEST_SCENARIO_INC_002789,"It is not too late to turn back, entering the Storm Peak is almost certain death.","Quay đầu lại cũng không muộn, tiến vào Storm Peak gần như là cái chết."
PROPQUEST_SCENARIO_INC_002790,Heh!? What is one of your kind doing here? I haven't seen any living creatures other than these puppets of Shade for years now...,Hả!? Một trong những đồng loại của bạn đang làm gì ở đây? Tôi đã không nhìn thấy bất kỳ sinh vật sống nào khác ngoài những con rối của Shade trong nhiều năm nay... 
PROPQUEST_SCENARIO_INC_002791,Head inside the Storm Peak when you are ready.,Đi vào bên trong Storm Peak khi bạn đã sẵn sàng.
PROPQUEST_SCENARIO_INC_002792,Speak with Rankashin.,Nói chuyện với Rankashin.
PROPQUEST_SCENARIO_INC_002793,A New Weapon Part 2,A New Weapon Part 2
PROPQUEST_SCENARIO_INC_002794,A Harey Situation,A Harey Situation
PROPQUEST_SCENARIO_INC_002795,So a Dwarpet named Rankashu sent you to look for scraps that could be used to build another weapon... interesting. I have lived my life reflecting on the effects of the last time the Dwarpets made a weapon... the Clockworks.,"Vì vậy, một Dwarpet tên là Rankashu đã cử bạn đi tìm những mảnh vụn có thể được sử dụng để chế tạo một loại vũ khí khác.. thật thú vị. Tôi đã dành cả đời mình để suy nghĩ về kết quả của lần cuối cùng Dwarpets chế tạo vũ khí.. là những chiếc Clockworks."
PROPQUEST_SCENARIO_INC_002796,"Creating the Clockworks weapon brought Madrigal salvation... until Shade turned our weapon against us. The Clockworks rampaged throughout the lands, destroying villages and the people who lived in them. Clockworks was eventually contained... but is no longer a threat to Shade.","Việc tạo ra vũ khí Clockworks đã cứu rỗi Madrigal.. cho đến khi Shade biến những vũ khí đó thành kẻ thù chống lại chính chúng tôi. Clockworks hoành hành khắp các vùng đất, phá hủy các ngôi làng và những người dân sống tại đó. Clockworks cuối cùng đã được kiểm soát.. nhưng chúng không còn là mối đe dọa đối với Shade nữa."
PROPQUEST_SCENARIO_INC_002797,"All the other Dwarpets have long died or left the Storm Peak... but perhaps with your help, we can gather materials to build a new weapon to stop Shade once and for all.","Tất cả những Dwarpets khác đã chết hoặc rời khỏi Storm Peak từ lâu.. nhưng có lẽ với sự giúp đỡ của bạn, chúng tôi có thể thu thập nguyên liệu để chế tạo vũ khí mới và ngăn chặn Shade một lần và mãi mãi. "
PROPQUEST_SCENARIO_INC_002798,Frozen Hare Guards have completely blocked off the path leading deeper within the mountains. If you can take down their leader we can make a foothold further ahead.,"Frozen Hare Guards đã chặn hoàn toàn con đường dẫn vào sâu trong núi. Nếu bạn có thể hạ gục thủ lĩnh của chúng, chúng ta có thể tiến xa hơn về phía trước."
PROPQUEST_SCENARIO_INC_002799,You were my one hope of continuing work on a new weapon... please reconsider.,Bạn là niềm hy vọng duy nhất của tôi để tiếp tục nghiên cứu vũ khí mới.. làm ơn hãy nghĩ kỹ lại đi....
PROPQUEST_SCENARIO_INC_002800,Well done! With the Frozen Hare Assassin out of the way we can continue to explore.,"Làm tốt! Với Frozen Hare Assassin, chúng ta có thể tiếp tục khám phá."
PROPQUEST_SCENARIO_INC_002801,"Eliminate 30 Frozen Hare Guards and their leader, the Frozen Hare Assassin.","Loại bỏ 30 Frozen Hare Guards và thủ lĩnh của chúng, Frozen Hare Assassin."
PROPQUEST_SCENARIO_INC_002802,Kill 30 Frozen Hare Guard and 1 Frozen Hare Assassin.,Giết 30 Frozen Hare Guard và 1 Frozen Hare Assassin.
PROPQUEST_SCENARIO_INC_002803,Building a Weapon,Chế tạo vũ khí
PROPQUEST_SCENARIO_INC_002804,With the guards out of our hair we can start collecting supplies to start building a brand new weapon! ,"Với những guards ra khỏi tóc của chúng tôi, chúng tôi có thể bắt đầu thu thập nguồn cung cấp để bắt đầu chế tạo một loại vũ khí hoàn toàn mới!"
PROPQUEST_SCENARIO_INC_002805,The Enraged Yetti and Saphyryan Hounds that live in the valley below have weapons and armor we can use to forge the basis of a mechanical beast like Clockworks.,Enraged Yetti và Saphyryan Hounds sống ở thung lũng bên dưới có vũ khí và áo giáp mà chúng ta có thể sử dụng để rèn cơ bản cho một con quái vật cơ khí như Clockworks.
PROPQUEST_SCENARIO_INC_002806,"Head down to the valley and collect Yetti Hammers and Hound Harnesses, they'll come in handy for crafting...","Đi xuống thung lũng đi, và thu thập Yetti Hammers và Hound Harnesses, chúng sẽ rất hữu ích cho việc chế tác.."
PROPQUEST_SCENARIO_INC_002807,The hounds only bite a little bit...,Lũ chó săn chỉ cắn nhẹ thôi...
PROPQUEST_SCENARIO_INC_002808,"Yes, this will do nicely! I can start forging a new Clockworks with these materials. But there's one thing we're missing...","Được, những thứ này có vẻ ổn đấy! Tôi có thể bắt đầu rèn một Clockworks mới bằng những vật liệu này. Nhưng vẫn còn một thứ chúng ta đang thiếu.."
PROPQUEST_SCENARIO_INC_002809,Collect Yetti Hammers and Hound Harnesses from the masquerpets in the valley below.,Thu thập Yetti Hammers và Hound Harnesses từ những masquerpets ở thung lũng bên dưới.
PROPQUEST_SCENARIO_INC_002810,"Collect 30 Yetti Hammers from the Enraged Yetti, and 15 Hound Harness from the Saphyryan Hounds.",Thu thập 30 Yetti Hammers từ Enraged Yetti và 15 Hound Harness từ Saphyryan.
PROPQUEST_SCENARIO_INC_002811,Army of the Dead,Army of the Dead
PROPQUEST_SCENARIO_INC_002812,"These armaments are a good foundation to work off of for now... but to bring a new Clockworks to life, we need a powerful core of energy. ","Hiện tại, những vũ khí này có nền tảng tốt để phát triển đấy.. nhưng để mang lại sự sống cho một Clockworks mới, chúng ta cần một lõi năng lượng mạnh mẽ. "
PROPQUEST_SCENARIO_INC_002813,"When the masquerpets invaded Storm Peak, the Crystal Demon Lord led an army of undead deep within the mountains and sealed away the last known energy core produced by my people...","Khi đám masquerpets xâm chiếm Storm Peak, Crystal Demon Lord đã lãnh đạo một đội quân xác sống ẩn sâu trong núi và phong ấn lõi năng lượng cuối cùng do các đồng bào của tôi tạo ra.."
PROPQUEST_SCENARIO_INC_002814,"The Demon Lord hides behind its skeletal minions, so to even have a chance at retriving the energy core we will need to eliminate the Skeletal Militants along with the Skeleton General.","Demon Lord ẩn đằng sau những tay sai xương xẩu của nó, vì vậy để có cơ hội lấy lại lõi năng lượng, chúng ta sẽ cần phải loại bỏ Skeletal Militants cùng với Skeleton General."
PROPQUEST_SCENARIO_INC_002815,The Skeletal Militants are formidable foes. The Skeleton General is said to use sharp blades affixed to its back to rip through anything that gets in its way.,Skeletal Militants là những kẻ thù ghê gớm. Skeleton General được cho là sử dụng những lưỡi kiếm sắc bén gắn sau lưng để xé toạc bất cứ thứ gì cản đường nó.
PROPQUEST_SCENARIO_INC_002816,There's no way we can get to the Demon Lord without first killing its minions...,Không có cách nào chúng ta có thể tiếp cận Demon Lord mà không giết tay sai của hắn trước..
PROPQUEST_SCENARIO_INC_002817,Your power is tremendous! With your help I have made more progress in creating a new Clockworks than I have in my years out here on my own.,"Sức mạnh của bạn rất lớn! Với sự giúp đỡ của bạn, tôi đã đạt được nhiều tiến bộ hơn trong việc tạo ra một Clockworks mới so với những năm tôi tự mình làm ở đây."
PROPQUEST_SCENARIO_INC_002818,You couldn't find the Skeletal Militants and their general? Head to the valley far below.,Bạn không thể tìm thấy Skeletal Militants và tướng của họ? Đi đến thung lũng xa bên dưới.
PROPQUEST_SCENARIO_INC_002819,Kill 80 Skeletal Militants and the Skeleton General.,Giết 80 Skeletal Militants và Skeleton General.
PROPQUEST_SCENARIO_INC_002820,Weapon of the Future,Vũ khí của tương lai
PROPQUEST_SCENARIO_INC_002821,The dream of building a new weapon to defend Madgrial is starting to feel real. The only thing standing in our way is the Crystal Demon Lord.,Giấc mơ chế tạo vũ khí mới để bảo vệ Madgrial bắt đầu thành hiện thực. Thứ duy nhất cản đường chúng ta là Crystal Demon Lord.
PROPQUEST_SCENARIO_INC_002822,"Go collect the Clockworks Core that the Crystal Demon Lord has been guarding all these years. Once you've collected the Clockworks Core, I'm sure that Rankashu would appreciate an update on your progress...","Hãy đi thu thập Clockworks Core mà Crystal Demon Lord đã canh giữ suốt những năm qua. Khi bạn đã thu thập được Clockworks Core, tôi chắc chắn rằng Rankashu sẽ muốn nghe bạn cập nhật tiến độ công việc đấy..."
PROPQUEST_SCENARIO_INC_002823,Without the Clockworks Core there is no hope to build a new weapon.,Không có Clockworks Core thì không có hy vọng chế tạo vũ khí mới.
PROPQUEST_SCENARIO_INC_002824,"This is incredible!!! My kin was in Storm Peak all along... and a Clockworks Core was being guarded there, too!? Perhaps the future of Madrigal is brighter than I thought...",Điều này thật kỳ diệu!!! Họ hàng của tôi đã ở Storm Peak suốt thời gian qua.. và một cái Clockworks Core cũng được canh giữ ở đó!? Có lẽ tương lai của Madrigal tươi sáng hơn tôi nghĩ..
PROPQUEST_SCENARIO_INC_002825,"I will spend my days trying to understand this Clockworks Core, perhaps one day Rankashin and I will successfully create the strongest Clockworks of all time!","Tôi sẽ dành nhiều ngày của mình để cố gắng hiểu được Clockworks Core này, có lẽ một ngày nào đó Rankashin và tôi sẽ tạo thành công Clockworks mạnh nhất mọi thời đại!"
PROPQUEST_SCENARIO_INC_002826,Destroy the Crystal Demon Lord so I may finally bring a new Clockworks into the world!,Tiêu diệt Crystal Demon Lord để cuối cùng tôi có thể mang một Clockworks mới vào thế giới!
