Key,English,Thai
PROPQUEST_SCENARIO_INC_002724,Your first order of duty is to eliminate the dead and find any clues that may lead to Lapranche.,สิ่งแรกที่เจ้าต้องทำก็คือ กำจัดพวกคนตายพวกนี้ให้หมดและหาเงื่อนงำที่จะนำไปสู่ Lapranche
PROPQUEST_SCENARIO_INC_002725,Do not feel guilty for slaying the creatures inside. They are long dead now.,อย่ารู้สึกผิดที่จะไล่กำจัดพวกทีอยู่ข้างใน พวกมันตายไปนานก่อนหน้านี้แล้ว
PROPQUEST_SCENARIO_INC_002726,"Well done on clearing out the dead. Oh, and what's this? Interesting... a vial of purple mist. Could the mist be connected to the Purple Magic that Lapranche is said to practice?",ดีมากในการกำจัดพวกคนตาย โอ้! นี่มันขวด vial of purple mist เป็นไปได้ว่าหมอกสีม่วงนี่อาจจะเกี่ยวข้องกับ Purple Magic ที่ Lapranche ฝึกใช้อยู่
PROPQUEST_SCENARIO_INC_002727,"Clear out the undead minions inside the sanctuary, and search for any clue that could help us find Lapranche.","จัดการพวกสมุนอันเดทข้างใน sanctuary, และค้นหาเงื่อนงำที่ช่วยเราหา Lapranche."
PROPQUEST_SCENARIO_INC_002728,"Kill 30 Regal Kumai, 30 Enchanted Rider, and find the Vial of Purple Mist.","จัดการ 30 Regal Kumai, 30 Enchanted Rider, และหา Vial of Purple Mist"
PROPQUEST_SCENARIO_INC_002729,Purple Reign,Purple Reign
PROPQUEST_SCENARIO_INC_002730,Often potent magic leaves behind a trail in its wake of destruction. If Purple Magic was used to destroy the Guardiane Sanctuary... the people inside that turned into those creatures may have a small essence of purple energy still hanging on.,บ่อยครั้งที่เวทมนต์จะทิ้งร่องรอยของการทำลายไว้ ถ้า Purple Magic ถูกใช้เพื่อทำลาย Guardiane Sanctuary แล้วล่ะก็ ผู้คนที่ถูกทำให้เป็นสัตว์ร้ายน่าจะยังมีร่องรอยของพลังงานสีม่วงหลงเหลืออยู่
PROPQUEST_SCENARIO_INC_002731,"Return to the ruins of the Guardiane Sanctuary, and collect the purple essence left behind on the bodies of the creatures within.",กลับไปยังซากของ Guardiane Sanctuary และเก็บ purple essence ที่ถูกทิ้งไว้เป็นร่องรอยกับพวกมอนสเตอร์พวกนั้น
PROPQUEST_SCENARIO_INC_002732,Little is known about the effects of Purple Magic on the body... a healthy fear of it may be for the best.,เรื่องที่เรารู้เกี่ยวผลที่มีต่อร่างกายของ Purple Magic นั้นน้อยมาก ดังนั้นการที่จะกลัวก็ไม่ใช่เรื่องผิดอะไร
PROPQUEST_SCENARIO_INC_002733,"The evidence is clear... the only magician powerful enough to cast Purple Magic of this potency is the Purple Magician herself, Lapranche.",หลักฐานชัดเจนแล้ว นักเวทย์ที่มีพลังมากพอที่จะร่าย Purple Magic ได้ระดับนี้มีเพียงแต่ Lapranche เองเท่านั้น 
PROPQUEST_SCENARIO_INC_002734,Destroy the Enchanted AI and Enchanted Shaman in the twisted Guardiane Sanctuary to obtain 20 Purple Essence.,ทำลาย Enchanted AI และ Enchanted Shaman ใน twisted Guardiane Sanctuar เพื่อให้ได้ 20 Purple Essence
PROPQUEST_SCENARIO_INC_002735,Collect 20 Purple Essence from Enchanted AI and Enchanted Shaman.,เก็บ 20 Purple Essence จาก Essence from Enchanted AI และ Enchanted Shaman
PROPQUEST_SCENARIO_INC_002736,Keeper of the Kingdom,Keeper of the Kingdom
PROPQUEST_SCENARIO_INC_002737,Lapranche has certainly slowed down our efforts to build a force that can oppose her. It's likely that the previous Keeper of the Sanctuary was transformed like all the others...,Lapranche พยายามขัดขวางกองทัพที่จะต่อต้านเธอ แล้วก็ดูเหมือนว่า Keeper of the Sanctuary เริ่มแปรสภาพไปเหมือนสิ่งอื่น ๆ แล้วเช่นกัน...
PROPQUEST_SCENARIO_INC_002738,"The Keeper was a force to be reckoned with, the second in command of the protective force that guarded the Guardiane Sanctuary. If the Keeper still remains... it will be a formidable challenge.",Keeper ทำให้เราต้องคิดกันใหม่ เป็นถึงผู้มีพลังอันดับสองที่ปกป้อง Guardiane Sanctuary ถ้า Keeper ยังคงอยู่ มันจะเป็นการท้าทายที่น่าเกรงขามทีเดียว
PROPQUEST_SCENARIO_INC_002739,"You have already done so much to help uncover the truth of the Purple Magician's terrible crimes. Defeat the Keeper if you are able... and please, be careful.",เจ้าได้ทำอะไรสำเร็จไปเยอะมากแล้วเกี่ยวกับการเปิดเผยเรื่องของ Purple Magician ตอนนี้ช่วยกำจัด Keeper เถอะถ้าเจ้าทำได้ และได้โปรดระวังตัวด้วย
PROPQUEST_SCENARIO_INC_002740,"The Keeper stood guard over the grounds of the Guardiane Sanctuary, and dealt with intruders abruptly. Defeating the Keeper is a challenge even you may not be ready to handle.",Keeper ยืนปกป้องผืนที่ของ Guardiane Sanctuary และคอยจัดการกับผู้บุกรุกทันทีที่เข้ามา การกำจัด Keeper อาจจะเป็นการท้าทายที่เจ้ายังไม่พร้อมก็ได้
PROPQUEST_SCENARIO_INC_002741,"Your strength is nearly beyond belief... You are a true hero, down to the very core of who you are. The Pyramid Keeper was also a hero... and now a hero who can rest.",ความแข็งแกรงของเจ้าแทบจะเหลือเชื่อ เจ้าเป็นผู้อย่างแท้จริงจนไปถึงแก่นของตัวเจ้าเลย Pyramid Keeper เองก็เป็น ผู้กล้าด้วย และตอนนี้ก็ถึงเวลาที่จะได้พักผ่อนแล้ว
PROPQUEST_SCENARIO_INC_002742,"Carefully scout the grounds of the twisted Guardiane Sanctuary, and defeat whatever remains of the Pyramid Keeper.",สำรวจพื้นที่ twisted Guardiane Sanctuary อย่างระวังด้วยนะแล้วก็กำจัดอะไรก็ตามที่ยังเหลืออยู่ของ Pyramid Keeper ซะ
PROPQUEST_SCENARIO_INC_002743,Destroy the Pyramid Keeper.,ทำลาย Pyramid Keeper
PROPQUEST_SCENARIO_INC_002744,Raiders of the Lost Sanctuary,Raiders of the Lost Sanctuary
